Title,URL,Score:viral,Score:educational,Score:controversial,Score:community,Score:evergreen,Score:hype,Published at,Positive interestingness,Positive negative coefficient,Total interestingness,Views,Likes,Dislikes,Comments,Total reaction,Global buzz index
The Web Is Not The Net,https://www.youtube.com/watch?v=scWj1BMRHUA,0.021247,0.016988,0.000059,0.500553,24.504990,1699.893106,2014-05-08 13:37:03,0.0277,207880.0000,0.0288,7499407,207880,0,8336,216216,1621491783912
"Ask a Mortician, Episode Five",https://www.youtube.com/watch?v=xpESkibUFo8,0.013992,0.016567,0.001016,0.501174,0.931989,64.691435,2012-01-17 10:37:59,0.0264,8956.0000,0.0288,339877,8956,0,836,9792,3328075584
The Napkin Ring Problem,https://www.youtube.com/watch?v=J51ncHP_BrY,0.027566,0.016717,0.000033,0.500967,64.400794,4475.525101,2017-08-14 15:06:31,0.0268,386540.0000,0.0288,14400589,386540,0,27895,414435,5968108102215
Would Headlights Work at Light Speed?,https://www.youtube.com/watch?v=ACUuFg9Y9dY,0.023123,0.016515,0.000048,0.501203,34.641125,2414.951696,2015-02-25 22:02:54,0.0263,261360.0000,0.0287,9945597,261360,0,23967,285327,2837747355219
How To Make Galinstan,https://www.youtube.com/watch?v=u1Ijupdjv_I,0.106521,0.017251,0.000005,0.500071,1806.887267,126336.150072,2024-05-02 20:17:10,0.0285,2748603.0000,0.0286,96573302,2748603,0,13821,2762424,266776407204048
How Many Things Are There?,https://www.youtube.com/watch?v=C6eOcd06kdk,0.021749,0.016481,0.000055,0.501078,27.479807,1927.603079,2014-04-29 01:39:08,0.0264,224570.0000,0.0285,8522303,224570,0,18416,242986,2070800316758
Spinning,https://www.youtube.com/watch?v=XHGKIzCcVa0,0.025283,0.016578,0.000039,0.500838,49.703311,3497.594166,2016-12-10 21:27:14,0.0267,324035.0000,0.0284,12116949,324035,0,20345,344380,4172834896620
Juvenoia,https://www.youtube.com/watch?v=LD0x7ho_IYc,0.023535,0.016382,0.000046,0.501116,38.446353,2709.557987,2015-11-01 22:24:58,0.0261,274088.0000,0.0284,10484165,274088,0,23434,297522,3119269739130
Cruel Bombs,https://www.youtube.com/watch?v=SHZAaGidUbg,0.032351,0.016513,0.000025,0.500795,60.114283,4251.089104,2013-10-30 19:00:16,0.0267,522100.0000,0.0283,19561254,522100,0,31127,553227,10821813866658
The Science of the Friend Zone,https://www.youtube.com/watch?v=IGK2KprU-To,0.025296,0.016295,0.000039,0.501082,35.719516,2532.619581,2013-01-10 20:03:09,0.0260,322781.0000,0.0282,12395717,322781,0,26871,349652,4334187240484
Why Do We Wear Clothes?,https://www.youtube.com/watch?v=E4HGfagANiQ,0.027821,0.016136,0.000033,0.501291,44.271496,3145.266391,2013-03-14 00:45:50,0.0256,388592.0000,0.0282,15198647,388592,0,39267,427859,6502877906773
Why Are Bad Words Bad?,https://www.youtube.com/watch?v=Dd7dQh8u4Hc,0.036964,0.016270,0.000021,0.501024,75.685748,5385.908280,2013-11-28 22:52:48,0.0261,641619.0000,0.0281,24626028,641619,0,50497,692116,17044067995248
Why Do We Dream?,https://www.youtube.com/watch?v=7GGzc3x9WJU,0.024163,0.016176,0.000043,0.501150,29.736946,2117.942771,2011-10-18 23:11:14,0.0258,291773.0000,0.0281,11318910,291773,0,26072,317845,3597658948950
What Can You Do Without a Brain?,https://www.youtube.com/watch?v=3teflb1QNN4,0.029512,0.016177,0.000030,0.500864,47.201742,3396.704101,2012-10-25 00:41:39,0.0261,440168.0000,0.0278,16889200,440168,0,29227,469395,7927706034000
Why Is Your BOTTOM in the MIDDLE?,https://www.youtube.com/watch?v=xKg9Vl_Wg5U,0.020390,0.016194,0.000064,0.500782,22.396709,1614.895617,2014-01-07 22:37:53,0.0262,191530.0000,0.0277,7319220,191530,0,11487,203017,1485926086740
Some Surprising Things,https://www.youtube.com/watch?v=_Oc9tKkH7WE,0.021413,0.016217,0.000056,0.500630,26.299802,1904.234979,2014-06-02 02:21:36,0.0264,220206.0000,0.0276,8354188,220206,0,10556,230762,1927829131256
What Is The Resolution Of The Eye?,https://www.youtube.com/watch?v=4I5Q3UXkGd0,0.027983,0.016118,0.000032,0.500675,47.129362,3427.341083,2014-03-10 23:45:45,0.0262,400653.0000,0.0275,15321142,400653,0,20708,421361,6455731714262
Is It Okay to Touch Mars?,https://www.youtube.com/watch?v=KUddy8RGwns,0.027881,0.015939,0.000033,0.500971,60.600804,4409.053723,2016-11-10 17:28:06,0.0255,393570.0000,0.0275,15407583,393570,0,29972,423542,6525758518986
Dord.,https://www.youtube.com/watch?v=nb0YoRMXIY0,0.023618,0.015828,0.000045,0.501113,35.159296,2561.030055,2014-08-13 00:21:32,0.0252,278797.0000,0.0275,11051474,278797,0,24644,303441,3353470322034
StarCraft II Guest Pass GIVEAWAY!!!  GTA IV + SCII = ??????,https://www.youtube.com/watch?v=u1zHOpQ1xek,0.010042,0.012743,0.007494,0.505655,0.143390,10.454841,2010-07-31 20:11:46,0.0150,908.0000,0.0274,60517,908,0,751,1659,100397703
Did The Past Really Happen?,https://www.youtube.com/watch?v=O2jkV4BsN6U,0.030419,0.015929,0.000028,0.500803,59.579618,4362.958168,2015-02-06 21:56:59,0.0257,463984.0000,0.0273,18051068,463984,0,29018,493002,8899212626136
Should You Eat Yourself?,https://www.youtube.com/watch?v=kdrTQlClb08,0.027358,0.015737,0.000034,0.500988,42.199688,3104.706476,2013-03-05 02:23:02,0.0252,378840.0000,0.0272,15030385,378840,0,29750,408590,6141265007150
How Old Can We Get?,https://www.youtube.com/watch?v=6LyCC6jjcx8,0.025314,0.015680,0.000039,0.501073,32.904919,2421.580859,2011-10-15 18:39:33,0.0250,324076.0000,0.0272,12949363,324076,0,27840,351916,4557088029508
You Don't Type Alone.,https://www.youtube.com/watch?v=pPXxhgdtcXs,0.025090,0.015593,0.000040,0.501216,34.315051,2525.565906,2012-07-19 00:31:39,0.0247,316779.0000,0.0272,12805222,316779,0,31191,347970,4455833099340
Supertasks,https://www.youtube.com/watch?v=ffUnNaQTfZE,0.027257,0.015646,0.000034,0.501100,53.166815,3918.593718,2015-12-08 03:16:41,0.0249,374490.0000,0.0271,15020456,374490,0,33099,407589,6122172640584
DISTORTIONS,https://www.youtube.com/watch?v=mQ0hS7l9ckY,0.025189,0.015853,0.000039,0.500614,37.906257,2807.821069,2014-02-14 00:00:20,0.0258,325268.0000,0.0270,12621887,325268,0,15528,340796,4301488602052
The Moon Terminator Illusion,https://www.youtube.com/watch?v=Y2gTSjoEExc,0.019846,0.015763,0.000066,0.500529,23.655186,1767.793086,2015-06-07 16:47:21,0.0257,182474.0000,0.0268,7100449,182474,0,7550,190024,1349255720776
Why Don't We Taxidermy Humans?,https://www.youtube.com/watch?v=L6S5amkCoyc,0.024442,0.015393,0.000042,0.501070,33.308733,2495.738273,2012-12-12 18:17:20,0.0245,301655.0000,0.0267,12287764,301655,0,26335,327990,4030263714360
Why Do We Feel Nostalgia?,https://www.youtube.com/watch?v=coGfGmOeLjE,0.020516,0.015095,0.000061,0.501460,23.691857,1782.263347,2013-05-27 19:16:41,0.0237,200616.0000,0.0266,8479042,200616,0,24809,225425,1911388042850
Is Your Red The Same as My Red?,https://www.youtube.com/watch?v=evQsOFQju08,0.044670,0.015037,0.000017,0.501251,91.417387,6957.526613,2013-02-17 13:40:19,0.0238,803380.0000,0.0263,33790557,803380,0,84591,887971,30005034689847
What Will We Miss?,https://www.youtube.com/watch?v=7uiv6tKtoKg,0.046190,0.015052,0.000016,0.501129,98.569226,7530.044290,2013-07-28 21:22:24,0.0239,845752.0000,0.0262,35356345,845752,0,79885,925637,32727141116765
You Can't Touch Anything,https://www.youtube.com/watch?v=yE8rkG9Dw4s,0.018857,0.014446,0.000074,0.501901,17.702611,1364.416615,2011-09-03 22:37:29,0.0221,162814.0000,0.0259,7353275,162814,0,27995,190809,1403071049475
Why Do We Have Two Nostrils?,https://www.youtube.com/watch?v=eiAx2kqmUpQ,0.022435,0.014935,0.000049,0.501042,27.609041,2131.821100,2012-11-02 00:24:46,0.0238,252009.0000,0.0259,10582879,252009,0,22106,274115,2900925877085
Showing My Desk to Adam Savage,https://www.youtube.com/watch?v=p-VDVI1GMZk,0.021263,0.015022,0.000055,0.500850,35.132121,2719.246750,2017-02-04 17:48:08,0.0241,223703.0000,0.0258,9268604,223703,0,15793,239496,2219793583584
What if the Moon was a Disco Ball?,https://www.youtube.com/watch?v=w8I25H3bnNw,0.021373,0.014857,0.000055,0.501080,27.699563,2146.785422,2014-04-03 18:21:00,0.0236,225673.0000,0.0258,9545673,225673,0,20658,246331,2351395175763
What Is The Speed of Dark?,https://www.youtube.com/watch?v=JTvcpdfGUtQ,0.036410,0.015092,0.000022,0.500665,74.546394,5783.058225,2014-07-29 21:21:02,0.0244,612137.0000,0.0258,25037005,612137,0,33340,645477,16160810876385
Spooky Coincidences?,https://www.youtube.com/watch?v=sHCHEykUxP4,0.043595,0.014970,0.000017,0.500825,98.107883,7624.014561,2014-09-10 14:49:01,0.0241,787164.0000,0.0257,32681431,787164,0,53942,841106,27488547702686
The Zipf Mystery,https://www.youtube.com/watch?v=fCn8zs912OE,0.039449,0.014956,0.000020,0.500772,92.863724,7238.735098,2015-09-15 21:18:00,0.0241,683552.0000,0.0257,28349588,683552,0,43825,727377,20620838270676
Why Did The Chicken Cross The Road?,https://www.youtube.com/watch?v=_6nSOgsI_vo,0.022473,0.014344,0.000050,0.501729,28.644463,2237.397908,2012-09-17 00:36:32,0.0221,248221.0000,0.0256,11209890,248221,0,38809,287030,3217574726700
What Is Consciousness?,https://www.youtube.com/watch?v=qjfaoe847qQ,0.023650,0.014862,0.000044,0.500850,28.915992,2259.980369,2012-01-06 23:01:15,0.0239,284175.0000,0.0256,11897218,284175,0,20269,304444,3622036636792
Is Earth Actually Flat?,https://www.youtube.com/watch?v=VNqNnUJVcVs,0.047726,0.013597,0.000018,0.502905,116.722215,9144.570350,2014-12-04 19:34:10,0.0197,757507.0000,0.0255,38420412,757507,0,223296,980803,37682855350836
Antarctica Condition 1 Weather,https://www.youtube.com/watch?v=qz2SeEzxMuE,0.022635,0.014831,0.000048,0.500755,19.103989,1501.139813,2006-08-24 01:46:06,0.0239,259671.0000,0.0255,10847517,259671,0,16426,276097,2994966901149
The Banach–Tarski Paradox,https://www.youtube.com/watch?v=s86-Z-CbaHA,0.058123,0.014526,0.000013,0.501137,154.266920,12192.560108,2015-08-01 00:44:21,0.0230,1112561.0000,0.0253,48309726,1112561,0,109920,1222481,59057722150206
Why Are We Morbidly Curious?,https://www.youtube.com/watch?v=ZbdMMI6ty0o,0.021025,0.014809,0.000056,0.500642,27.246225,2155.028215,2014-10-08 09:56:00,0.0240,220257.0000,0.0253,9177935,220257,0,11817,232074,2129960087190
A Great Performance,https://www.youtube.com/watch?v=9WtFIRXmpNY,0.012247,0.014770,0.006625,0.500251,0.204361,16.151527,2018-12-19 16:45:00,0.0238,1049.0000,0.0253,44022,1049,0,64,1113,48996486
If,https://www.youtube.com/watch?v=QBK3QpQVnaw,0.029376,0.014482,0.000031,0.500957,47.958387,3827.453843,2013-05-20 22:52:36,0.0231,422028.0000,0.0251,18235167,422028,0,34948,456976,8333033674992
How To Count Past Infinity,https://www.youtube.com/watch?v=SrU9YDoXE88,0.039516,0.014145,0.000021,0.501463,98.375140,7871.623776,2016-04-09 15:28:15,0.0221,644369.0000,0.0250,29200702,644369,0,85498,729867,21312628766634
Why Do We Play Games?,https://www.youtube.com/watch?v=e5jDspIC4hY,0.019470,0.014049,0.000066,0.501372,21.271652,1718.628144,2013-03-23 22:15:12,0.0220,182377.0000,0.0248,8287798,182377,0,22780,205157,1700299774286
FIRST Photo on the INTERNET ... and other things too.,https://www.youtube.com/watch?v=kiQRPRkouAM,0.014952,0.014512,0.000155,0.500554,7.055819,570.955602,2011-09-20 21:16:54,0.0236,72374.0000,0.0247,3067387,72374,0,3438,75812,232544743244
What Does Human Taste Like?,https://www.youtube.com/watch?v=qWAF9PgDg2c,0.027662,0.014252,0.000034,0.500852,45.220690,3681.040615,2014-01-21 23:08:00,0.0229,380240.0000,0.0246,16632034,380240,0,28400,408640,6796514373760
What's Left?,https://www.youtube.com/watch?v=DU3OdTLuHf0,0.016065,0.013929,0.000110,0.501309,11.180581,912.839565,2011-12-22 01:53:22,0.0219,105409.0000,0.0245,4819959,105409,0,12661,118070,569092559130
How Earth Moves,https://www.youtube.com/watch?v=IJhgZBn-LHg,0.041671,0.013888,0.000019,0.501327,106.124779,8688.864069,2016-06-13 14:48:34,0.0218,689512.0000,0.0244,31667813,689512,0,84061,773573,24497365105849
last words,https://www.youtube.com/watch?v=Qig68IuPrbk,0.024601,0.013964,0.000042,0.501173,35.916952,2942.668867,2013-09-02 14:56:30,0.0221,302517.0000,0.0244,13711772,302517,0,32202,334719,4589590612068
The Stanford Prison Experiment,https://www.youtube.com/watch?v=KND_bBDE8RQ,0.027545,0.013981,0.000034,0.500585,73.128481,6138.217535,2018-12-19 17:00:03,0.0227,379018.0000,0.0238,16730033,379018,0,19612,398630,6669093054790
Messages For The Future,https://www.youtube.com/watch?v=GDrBIKOR01c,0.038041,0.013875,0.000021,0.500724,84.718059,7116.961512,2015-09-24 01:29:24,0.0224,621856.0000,0.0238,27814499,621856,0,40333,662189,18418455278311
Why Are Things Cute?,https://www.youtube.com/watch?v=Z0zConOPZ8Y,0.018710,0.013624,0.000071,0.501104,18.695527,1572.333889,2012-10-15 00:37:50,0.0216,168947.0000,0.0238,7833736,168947,0,17343,186290,1459346679440
SPACE STRAW,https://www.youtube.com/watch?v=im7DzMr8Ygs,0.023876,0.013573,0.000044,0.501185,32.867568,2765.014585,2013-04-06 23:08:55,0.0214,284507.0000,0.0238,13295009,284507,0,31566,316073,4202193379657
Which Way Is Down?,https://www.youtube.com/watch?v=Xc4xYacTu-E,0.041232,0.013726,0.000020,0.500898,118.346102,9977.367655,2017-11-02 09:30:54,0.0219,686430.0000,0.0237,31307625,686430,0,56277,742707,23252392240875
Mario vs. Link: Who Would Win?? NERD WARS,https://www.youtube.com/watch?v=eyjLSzq9SBo,0.007026,0.009235,0.005616,0.507865,0.372074,31.498068,2010-11-12 21:53:24,0.0071,1272.0000,0.0236,179046,1272,0,2957,4229,757185534
Isolation - Mind Field (Ep 1),https://www.youtube.com/watch?v=iqKdEhx-dD4,0.043684,0.013603,0.000018,0.500959,116.985964,9921.207027,2017-01-18 17:37:27,0.0217,736229.0000,0.0236,33985356,736229,0,65247,801476,27238447185456
Human Extinction,https://www.youtube.com/watch?v=qXXZLoq2zFc,0.024218,0.013516,0.000042,0.500663,38.461118,3322.612549,2015-03-07 22:18:48,0.0218,297887.0000,0.0232,13650392,297887,0,18134,316021,4313810530232
NERD WARS: Altair & Ezio Vs. Daredevil,https://www.youtube.com/watch?v=lcz2xzyDyTE,0.007771,0.010022,0.008123,0.505826,0.161568,13.977899,2010-08-20 19:08:13,0.0102,826.0000,0.0231,80631,826,0,1037,1863,150215553
What Is Video ??,https://www.youtube.com/watch?v=buSaywCF6E8,0.014436,0.013238,0.000145,0.500983,7.820645,679.416119,2011-08-02 20:10:52,0.0210,77508.0000,0.0230,3683400,77508,0,7289,84797,312341269800
How Much Is A Bird in The Hand Worth?,https://www.youtube.com/watch?v=hup_8uDXJx8,0.013110,0.012972,0.000209,0.501339,5.678071,495.109691,2012-03-28 22:54:31,0.0202,51928.0000,0.0229,2565810,51928,0,6922,58850,150997918500
Michael REVEALED !!!!,https://www.youtube.com/watch?v=zo1Hd3tozKs,0.011805,0.013289,0.000537,0.500660,1.722296,151.025793,2010-12-20 17:29:02,0.0214,18276.0000,0.0228,852772,18276,0,1173,19449,16585562628
How Much Money is LOVE Worth?,https://www.youtube.com/watch?v=Jf7Uo6nqaIg,0.014765,0.013105,0.000132,0.500981,8.936358,783.995246,2011-12-16 06:29:50,0.0208,86292.0000,0.0228,4144191,86292,0,8182,94474,391518300534
BIGGEST EXPLOSIONS,https://www.youtube.com/watch?v=rdHRX7iIAQs,0.018907,0.013266,0.000068,0.500679,17.400634,1528.940749,2011-07-22 21:37:31,0.0214,177728.0000,0.0228,8305756,177728,0,11324,189052,1570219783312
What's The Brightest Thing In the Universe?,https://www.youtube.com/watch?v=FJB7gbjiJKw,0.030111,0.013194,0.000030,0.500760,50.689213,4463.253374,2014-02-03 21:27:03,0.0212,426149.0000,0.0227,20108594,426149,0,30597,456746,9184519875124
This Is Only Red,https://www.youtube.com/watch?v=aHtjhCxRIa4,0.015237,0.012726,0.000116,0.501527,11.641926,1025.351265,2013-01-02 18:20:24,0.0196,98750.0000,0.0227,5026781,98750,0,15398,114148,573796997588
The Trolley Problem in Real Life,https://www.youtube.com/watch?v=1sl5KJ69qiA,0.026408,0.013628,0.000036,0.499999,57.618072,5085.368013,2017-12-06 17:05:03,0.0227,357640.0000,0.0227,15782688,357640,0,0,357640,5644520536320
Our Narrow Slice,https://www.youtube.com/watch?v=yNLdblFQqsw,0.022922,0.013114,0.000047,0.500832,31.018092,2738.391937,2013-10-08 18:45:25,0.0210,265702.0000,0.0227,12660898,265702,0,21120,286822,3631424086156
How Much Does a Shadow Weigh?,https://www.youtube.com/watch?v=Do1lm9IevYE,0.023145,0.013084,0.000046,0.500841,29.281803,2589.522812,2012-10-08 00:02:25,0.0209,270407.0000,0.0226,12919800,270407,0,21781,292188,3775010522400
YOU LIVE IN THE PAST,https://www.youtube.com/watch?v=BTOODPf-iuc,0.018192,0.012886,0.000074,0.501058,17.047953,1514.978785,2012-02-06 03:25:12,0.0204,161637.0000,0.0225,7929578,161637,0,16824,178461,1415120419458
Why Are We Ticklish? Why do We Laugh?,https://www.youtube.com/watch?v=ddV6jyDeCKA,0.013957,0.012544,0.000151,0.501559,8.372215,746.170527,2012-04-22 10:13:52,0.0193,74312.0000,0.0224,3848624,74312,0,12052,86364,332382563136
Why is glass transparent?,https://www.youtube.com/watch?v=Omr0JNyDBI0,0.011657,0.012454,0.000353,0.501612,3.040248,271.972876,2011-02-01 14:33:03,0.0191,29107.0000,0.0224,1524042,29107,0,4965,34072,51927159024
BLOW YOUR MIND!,https://www.youtube.com/watch?v=I31pi-6NgqM,0.015402,0.012434,0.000111,0.501555,10.660695,958.058401,2010-11-04 22:46:36,0.0191,104354.0000,0.0223,5453567,104354,0,17013,121367,661883066089
Is The 5-Second Rule True?,https://www.youtube.com/watch?v=rYXdsOEWBj0,0.025851,0.012408,0.000040,0.501531,36.882179,3325.739782,2012-11-30 18:54:13,0.0191,313737.0000,0.0222,16414099,313737,0,50324,364061,5975733296039
JERRY BLOOP!!! Uninformed Video Game Reviews,https://www.youtube.com/watch?v=APv4QrCdI_g,0.009828,0.012010,0.007558,0.501588,0.096702,8.730883,2010-08-18 22:32:22,0.0178,899.0000,0.0221,50380,899,0,216,1115,56173700
How Much Does The Internet Weigh?,https://www.youtube.com/watch?v=WaUzu-iksi8,0.016150,0.012805,0.000098,0.500749,12.060902,1093.286490,2011-10-29 20:52:46,0.0206,119861.0000,0.0221,5830924,119861,0,8789,128650,750148372600
What if You Were Born in Space?,https://www.youtube.com/watch?v=jTL_sJycQAA,0.026322,0.012649,0.000038,0.500967,38.374533,3486.174065,2013-05-12 16:58:51,0.0201,334062.0000,0.0220,16637951,334062,0,32226,366288,6094281795888
INSIDE a Spherical Mirror,https://www.youtube.com/watch?v=zRP82omMX0g,0.025436,0.012775,0.000039,0.500626,36.367535,3323.663500,2013-08-09 22:46:36,0.0206,321095.0000,0.0219,15565752,321095,0,19545,340640,5302317761280
How Hot Can It Get?,https://www.youtube.com/watch?v=4fuHzC9aTik,0.032801,0.012618,0.000028,0.500874,51.285803,4689.627119,2012-09-29 18:23:50,0.0201,471589.0000,0.0219,23436384,471589,0,41011,512600,12013490438400
Who Owns The Moon?,https://www.youtube.com/watch?v=Ks8WH3xUo_E,0.020376,0.012668,0.000058,0.500730,28.349601,2600.377081,2015-07-03 18:19:40,0.0203,211056.0000,0.0218,10376797,211056,0,15201,226257,2347822958829
How Much of the Earth Can You See at Once?,https://www.youtube.com/watch?v=mxhxL1LzKww,0.030034,0.012469,0.000032,0.501043,69.426862,6376.886160,2017-07-17 15:37:19,0.0197,407457.0000,0.0218,20696884,407457,0,43207,450664,9327340530976
Will We Ever Run Out of New Music?,https://www.youtube.com/watch?v=DAcjV60RnRw,0.026367,0.012557,0.000038,0.500857,36.848021,3387.672524,2012-11-20 21:06:53,0.0200,335683.0000,0.0218,16753331,335683,0,28771,364454,6105818496274
JEFF VS. ADAM: Nerd Wars!,https://www.youtube.com/watch?v=gqKUC1jZ6Cc,0.008828,0.010983,0.012164,0.502460,0.065406,6.017014,2010-09-24 20:27:24,0.0148,512.0000,0.0217,34498,512,0,237,749,25839002
Personal Responsibility,https://www.youtube.com/watch?v=bbOo0HDI28A,0.010091,0.012225,0.006047,0.500814,0.242152,22.450043,2018-12-19 16:45:01,0.0191,1167.0000,0.0216,61189,1167,0,152,1319,80708291
What If The Sun Disappeared?,https://www.youtube.com/watch?v=rltpH6ck2Kc,0.029926,0.012278,0.000032,0.501120,46.440054,4309.898976,2013-03-31 14:11:41,0.0193,400633.0000,0.0216,20750738,400633,0,46553,447186,9279439523268
Comic-Con WRAP UP: From The Wackygamer Podcast!,https://www.youtube.com/watch?v=p5SoWdLO8Kw,0.008706,0.010835,0.012388,0.502417,0.063697,5.932819,2010-08-11 21:44:09,0.0146,501.0000,0.0214,34276,501,0,234,735,25192860
Rainbow Science! ... AND Why Headphones Get So Tangled.,https://www.youtube.com/watch?v=7k85eD_tQZo,0.014614,0.012231,0.000124,0.500824,9.501264,897.076439,2011-12-27 04:08:55,0.0195,92385.0000,0.0212,4732157,92385,0,7854,100239,474346685523
How Big Can a Person Get?,https://www.youtube.com/watch?v=DkzQxw16G9w,0.031228,0.012190,0.000030,0.500825,48.728640,4617.013521,2013-04-15 21:01:07,0.0195,431127.0000,0.0211,22158825,431127,0,36607,467734,10364435852550
What is Cool?,https://www.youtube.com/watch?v=Af3ZG47oT7I,0.014099,0.012122,0.000137,0.500861,8.643890,821.755986,2012-02-17 21:38:01,0.0193,82844.0000,0.0210,4291505,82844,0,7438,90282,387445654410
Are We Ready For Aliens?,https://www.youtube.com/watch?v=gCBlAAtJA54,0.023692,0.011889,0.000046,0.501241,32.523507,3094.078613,2013-07-13 00:09:44,0.0185,270212.0000,0.0210,14576990,270212,0,36240,306452,4467147739480
